"","caseid","norm_violation_justification"
"279",2050253363,"Sometimes the republican might not agree with the decision due to not been in same party."
"280",2042293417,"We also elect the president and executive orders are nowhere near as strong as laws so if the next president comes in they can reverse whatever they want. Also, the Republican party systematically suppresses the voices of Democrats and has undermined America's democracy multiple times in the last couple years so I do not feel upset if Democrats use executive orders"
"281",2035319371,"The president needs to do what is best for the country. If Republicans are being obstructionist, like now, the president should take appropriate action"
"282",2043965089,"Because Republicans are not truly for the little people, they are for the rich"
"283",2047137601,"Democrats need to be loyal to the outcome"
"284",2046112049,"no"
"285",2051247217,"no"
"286",2041723129,"no"
"287",2038147667,"no"
"288",2037846261,"no"
"289",2042169745,"no"
"290",2047256747,"The best policy outcome is to give fair responses and not with our modern technology that can alter decision outcomes The democrats have used untruths to accomplish decision-making work for people, some with bribery and some with theft."
"291",2043519337,"The ultra liberal Democrats are destroying our country. They have been very active in issuing executive orders of their own. The precent has been sent."
"292",2043980043,"Yes, living in a representative democracy is important, but the most important thing is that the media sources do not continue to attack the republicans to the point of encouraging acts of violence and murder."
"293",2050440137,"because democracy is impartiality, that means that the electoral norms will be fulfilled in the same way"
"294",2043636125,"Because Democratics do it all the time"
"295",2042639835,"They won't be able to discuss things"
"296",2043009653,"#1 America is not a democracy America is a constitutional republic. When decisions are made by Republican judges, exceptions The Supreme Court, most of the time the republican judge is ignored. I feel if the order issued is biased, which in my opinion democrats are extremely biased yet project their bias on Republicans. I feel if the democrats can get away with ignoring republican judges then republican can do the same. I used to consider myself a independent I've voted for both parties including President Bill Clinton. I'm throughly, to be honest, throughly disappointed and disgusted with the democratic party especially since the 2020 Portland riots with Govenor Kate Brown encouraged the rioters."
"297",2042160715,"If the forces to be issued are very important, various means must be taken to pass them."
"298",2043033039,"No one should attack a specific party no matter what. We are in a democratic government so everyone should have their freedom and opinion to choose and support whichever political party they desire"
"299",2042354917,"The interest of United States above the all"
"300",2043752927,"throughout biden’s presidency, republicans in congress have blocked many of biden’s policies and laws, even when they are very outwardly publicly favored. i’d say the same thing if it were a republican president and democrats in congress were trying to block laws by the president that were supported by the general public."
"301",2045010475,"some worried"
"302",2051435057,"no"
"303",2043760105,"I think the government should monitor all cyber attackers and punish them severly"
"304",2050555657,"Because Republicans always shut down and act like kids and getting nothing done. The USA is ruled by Republicans. The Senate and Congress in my opinion needs a limit on the terms they can serve because some of them have their own personal agendas."
"305",2053038123,"There should be fairness in how the media reports the news but the media has been very biased and heavily supports the Democrats. They are obedient to the Democrat Party. The media supports one-half of the country and that is wrong. Their job is not to discriminate, it is to report all the news honestly!!!!"
"306",2057406781,"The media is only left wing biased, they’re currently too scared to say anything against democrats"
"307",2056527989,"Because the left-wing commies/socialists have all but destroyed the ability to have a true representative democracy."
"308",2052533419,"All of the mainstream media companies spend more time attacking Republicans than Democrats. I think we need a fair media coverage. Trump was a far superior President to the current one, but the mainstream media never covered it that way."
"309",2054323587,"Governmental success hinges on cooperation. If vital laws are being blocked by the opposing side simply for the sake of creating trouble for the party in power and callously ignoring the needs of Americans (such as during the height of the COVID crisis), then yes, as a last resort a president could circumvent Congress and issue executive orders. Your question format did not allow for explaining that I would agree to this as a last resort."
"310",2053023883,"Representative democracy means our elections should be free from biased decisions by courts."
"311",2051788241,"The Republican party is obstructionist and will do everything in there power to stop the Democratic party from implementing anything"
"312",2053785633,"Republican politicians these days are almost completely obstructionist even about sensible policies that are not partisan (e.g., the federal debt ceiling, taxing the super wealthy, believing in elections that are fair). They are willing to take the US as a whole hostage in order to get what they want, and have done so several times already in the recent past (e.g., shutting down the federal government). As long as what the Democratic president issues as executive orders are fully legal, or legally defensible on solid legal grounds, I don't see why getting bipartisan acceptance in itself is a worthy goal -- given the extremism of the Republicans these days. Trump declared the construction of the border wall at the Mexican border a ""national emergency"" and thereby circumvented Congress. Was this legal? I doubt it. If a Democractic president declared that global climate change is a national emergency, as long as he can provide solid legal support for this executive order, I don't see why such a president needs to get cooperation from the Republicans. All US presidents in recent decades, in both parties, have issued executive orders because Congress s gridlocked. This way of doing things is not ideal, of course, but neither are such orders permanent anyway because they expire once a presidency ends."
"313",2052763767,"Sometimes the agenda is the issue, is it good for the people who by majority vote, Elected the president."
"314",2059036445,"it depends if it's a lie"
"315",2057158357,"If the law or order that is being signed will help the masses. Would not like to see either party stop laws just to prevent the other side from winning."
"316",2052695869,"They should not ignore"
"317",2053657837,"Because under our system, the president has the authority to issue certain executive orders. I would also agree that a Republican president should do the same. Neither, though, should be allowed to issue executive orders that exceed presidential authority. We are seeing that play out in the courts with Biden's recent executive order on student loan debt."
"318",2052677163,"Republicans only work with Republicans,but Democrats have tried working with Republicans time and time again,they won't."
"319",2051939175,"These media sources distort important information and greatly influence elections (Hunter laptop)."
"320",2058259823,"Because the Republicans are always blocking something"
"321",2052025209,"It is in my opinion Republicans purposely refuse to accept anything that a Democratic president puts forth. Democrats, on the other hand, respect both a Democratic idea and a Republican idea, and fairly accept what is put before them in the interest of our country. They do not have to be the winners at all cost. They look out for the welfare of our country. The Republicans, in my opinion, look out for their party."
"322",2052736287,"The filibuster in the senate gives too much control to the minority party. Thus, we are not working with a real representative democracy"
"323",2057198063,"Because 90% of the media spends more time attacking Republicans. It's conspiracy, collusion and its ENOUGH ALREADY."
"324",2054332457,"Republicans are almost never representative of their precincts"
"325",2056228175,"False dilemma. Executive orders are just as much a function of our representative democracy as are federal regulations of all sorts. They are limited to the administration who authors them and can be litigated if found to be illegal. Stop using dichotomous descriptions when the mechanisms are far more complex."
"326",2056281679,"Democrats practice party loyalty, depending some election rules/laws and the constitution some states of the Nation, whereas Republicans have lately tried to limit voter's rights even before the election results are (finalized) reported to the public."
"327",2052735241,"Regardless of party, it is sometimes necessary for the President to use executive orders in order to get anything done. In this day of extreme polarization and Congress people voting in lockstep with their party, it is almost impossible to get any meaningful legislation passed. If this doesn't change soon, Democratic presidents will have to use executive orders in order to save the environment."
"328",2052055377,"Because right now it's acceptable for the media to attack Republicans without any fear of reprisals."
"329",2052703969,"Over the past several decades Republicans have become spiteful, rather than the loyal opposition. In attempting to benefit the vast majority of citizens, a Democratic president may have to create executive orders to achieve his/her priorities for the good of the country. If left to a Republican congress, there would be no voting rights, EPA, COVID response, etc."
"330",2059166289,"Because our media today are nothing more than mouthpieces for the Democratic Party. It’s unfair and they won’t listen to reason."
"331",2052026797,"Unfortunately, Republicans appear to be deadset on obstruction. Yes, I want to live in a representative democracy -- absolutely. Executive orders come from a president who was duly elected by a representative democracy. When the only response of the opposition is to obstruct, then I think it is within reason for there to be executive orders issued. They can be changed at any time, they can be overridden by courts, and they can be a vehicle for eliciting some compromise."
"332",2057340717,"I trust a Republican to look out for the whole of the country more than a Democrat."
"333",2052087123,"It is a back-and-forth thing. Democrats usually get their wishes granted if put in that position by Democrat President. The same works well for the Republicans if put in office by a Republican President. Just the way it is."
"334",2051701085,"1. That's what executive orders are for. 2. Republican presidents have used them more than Democrats have. 3. Democrats' executive orders are more likely to be for the good of the country. 4. Republican legislators (Boehner, McConnell, McCarthy) are more likely to obstruct Democratic presidents' initiatives just to keep him from being successful."
"335",2052139011,"It is not unconstitutional to issue executive orders especially when the opposing party has a mandate of obstruction to any proposed legislation regardless of its merit."
"336",2053773205,"Because the Republican Senate Leader, Mitch McConnell has said that his party should do anything they need to do to make the President fail. The president was elected by all of the people, Mitch McConnell was not. He was elected only in Kentucky and doesn’t represent all Americans, or their concerns."
"337",2051740775,"Only in cases where the opposition is 100% obstructionist"
"338",2056521085,"It seems as if democratic Presidents are often too vicious - will not consider anything republican. The anti-Trump venom is a pretty good example of that venom."
"339",2056298659,"Some times Republicans can be too stubborn"
"340",2053891583,"Because sometimes the decked is stacked against the Democrats. Such as when they pushed through Amy Coney Barrett for Supreme Court. When Obama was the president recall how they sidelined Merrick Garland"
"341",2053606247,"The Democrats have tried to fight the Republications every way they can. The media very obviously support the Democrats and are biased against the Republicans. You can't believe anything the media says or publishes."
"342",2059375501,"Because the media pretty much works with the democrats. The media has been biased for years."
"343",2059333103,"The main stream media is owned by liberals. Republicans are always the target of the media. There is no restriction when it comes to Democrats and what they can do or say. Facebook is a perfect example of GOP censorship."
"344",2060041969,"Because since Newt Gingrich in the '90s, Republicans have been more interested in observing Democrats than working too make the country better. Obstructing for obstructing sake is not what legislators we elected to do. So sometimes it's necessary for the President to issue executive orders to move the country forward, actions that are perfectly legal. It's not only don't on a federal level, but at the state level as well."
"345",2058989701,"Because the Democrats are far too left and liberal."
"346",2056217285,"I don’t approve of the media attacking politicians"
"347",2052633665,"Because it sways elections by labeling things like Hunter Biden's laptop and Joe Biden's collusion and kickbacks a disinformation and lets media be activists instead of investigative journalists. I am sick of nothing nice being said about patriotic conservatives and protecting the puppet in office who is a marionette of Obama's Socialist destruction of the U.S. The media are useful idiots."
"348",2053843051,"Where there are questionable circumstances, such as in the 2020 election. (Ballots under tables counted after hours in Georga, votes in Pennsylvania deducted from the Republican and added to the Democrat on live TV, undated ballot box stuffing.) Those things should be explained openly in the eye of the people who are questioning it."
"349",2057523645,"In the past both parties worked together to resolve differences and pass legislation that benefited the American people. Sadly, those days no longer exist. Since taking office President Biden has faced opposition to laws that he has wanted to pass, among these are the lowering of prescription drug costs. This law benefits Americans by providing significant savings on prescription drugs including the cost of insulin. It also allows Medicare to negotiate drug prices. Without Executive action this bill may not have passed as no Republican voted for it. This is an example of the President circumventing Congress on behalf of the American people."
"350",2061632209,"Democrats would often resist cooperating with a Republican President out of sheer political interest, NOT for the general good of the country and in those cases, the Republican President needs to do what is right for the country"
"351",2052086223,"As long as it is legal and Constitutional, the Executive Branch can exercise its designated rights...but nothing beyond that."
"352",2054666557,"Read the Constitution"
"353",2057570885,"The president should work as hard as he can with congress to get laws and his agenda done. But if you have a congress that is absolutely against working with a president then the president must use executive orders. But that’s only in extreme circumstances where congress won’t work with the president"
"354",2049986471,"I feel that way because unfortunately it appears to be the only way to get some things accomplished. When the opposing party consistently votes against whatever progress they're hoping to achieve just because they're on opposite sides of the aisle, nothing ever gets accomplished. I don't necessarily agree that executive orders are a good thing, it feels like every time a new president from the opposite side gets in, they issue a rash of executive orders to try to erase as much as possible as what their predecessor put into place."
"355",2053786401,"The last administration has a lot to do with attitudes of people the way they used the courts (they appointed) to get things they wanted."
"356",2053214865,"I think that executive orders should only apply for very important short term problems."
"357",2058234753,"Republicans always try to do something scheming"
"358",2055614479,"I think I misunderstood the question, as I see that my answer does contradict the question."
"359",2057941031,"At the rate the Supreme Court is becoming political, I think some of there decisions should be ignored"
"360",2053832391,"I don’t believe that either side should be able to air false or misleading ads. All ads should be scrutinized in fairness for the truth and not disparaging differing ideas."
"361",2058672315,"Republicans do not want to work with Democrats on anything, so democrates if they wish to get anything accomplished should issue executive orders"
"362",2056024459,"It depends on the law. Example, COVID vaccinations. If Republicans do not want vaccinations the Democratic president has a right to pass the law that everyone should get vaccinated."
"363",2053038025,"This is a very bias question, considering the current democrat president routinely bypasses congress,so the same rules should apply to both democrats and republicans"
"364",2055486959,"This statistically skews the poll results."
"365",2058261793,"Because the courts and federal government are controlled by Democrats and the only hope of correcting any of these issues is by speaking with one voice."
"366",2052082369,"because the media is almost totally biased against conservative ideas and values and opinions"
"367",2051986233,"Because the Dems are destroying this country and Republicans must do what ever it takes to stop them!!! And by the way we live in a Constitutional Republic!"
"368",2052736265,"As the country gets destroyed by Biden/Obama/Soros, we can see the results of the last election. Republicans did not back their candidate in many instances. Biden has an approval rating of just over 40%, Republicans should have won more sears, but the party was not backing their own candidates."
"369",2054025053,"because right is right and the left is on the wring track"
"370",2050101767,"To me that would be part of a representative democracy that is why it is a legitimate option. Trump certainly used it."
"371",2049987377,"Unfortunately we do live in a representative democracy today. When Biden took office and wrote a multitude of Executive Orders and has completely ignored our constitution. Democrat appointed judges have consistently ruled against Republicans, so I cannot say we live in a representative democracy. I call them as I see them! We need a massive change to get this country back to representative democracy!"
"372",2055328923,"It depends on the circumstances. I also agreed that the democrats should stand behind their man if they question the election results."
"373",2056058229,"Media should be neutral..They should iild not be attacking anyone. If they cannot come to this conclusion on their own they need to be regulated"
"374",2053214905,"Yes because the opposite ishappeningnow"
"375",2060546223,"Because it's already happening. The majority of the mainstream media outlets are biased against Republicans."
"376",2055570761,"Because the Republicans in Congress defy anything Democrats do. Republicans in Congress are simply there for power and nothing about the people matters at all."
"377",2055885543,"As with todays gop party nothing would get accomplished as they will not agree to anything the Dems. do. The only way to do it is with executive orders If the congress were to EVER work for the American people and be bi-partisan then you would not need the executive orders. As it stands now nothing will get done. The gop cares nothing about the POTUS agenda or the American people."
"378",2052533737,"I think that when congress divides itself strictly along party lines, nothing at all will be done without executive orders. For example, I think SCOTUS should be ""unstacked"" by executive order"
"379",2054133697,"The Repub party doesn’t care about the average working class and will try to pass laws that benefit the wealthy and the only way for a Dem is to issue executive orders"
"380",2058326811,"depends on the issue at hand,"
"381",2051668313,"Because this is what Presidents do. Obama said something like 'HE HAS A PEN AND A WILL RULE BY EXECUTIVE ORDER. Don't act like it's only Republican who do this. Biden has issued more Execute Orders and any other President. This is a very biased survey and very obvious conducted by way left wing Democrats."
"382",2050062977,"No matter what party is in power, if it is stonewalling on passing laws that would benefit the American people and enhance adherence to the Constitution, (instead of giving preference to entitled people like giving tax cuts for the rich), then I think it would be justification enough for the President with his/her limited power to issue an executive order in keeping with the intent of our founding Fathers."
"383",2052706581,"Our system of checks and balances should allow circumventing stalemates, with the court system assuring fairness through its oversight"
"384",2053835951,"Because that’s what Democrat Presidents ALWAYS do and I’m tired of Republicans playing by the rules while Democrats don’t. Executive orders can always be undone by the next President."
"385",2056100579,"one has nothing to do with the other. the media has become an arm of the DNC and hides information from the public that would hurt DIms in an election cycle I.E. hunters laptop and Bidens beholden to the russian and chinese govt."
"386",2054844533,"Until Pres Trump I had lost faith in gov't. I believed they were worldwide bullies. The Dems proved they were bullies during the Trump and he was forced to writ EO's for the Good of America."
"387",2058004869,"Censoring anyone's voice, regardless of party, should not be allowed. Everyone should have the same rights of free speech. Also, America is not a representative democracy, as much as the media tells us, America is a representative republic. People of this country need to go back & read what the founding father's wrote instead of just listening to what social media & the woke media tell them. Democracy is just another word for socialism."
"388",2054245189,"Because democrats never want to consider anything republicans want to do"
"389",2053073093,"Na"
"390",2056402529,"I am not sure but I think media should stay out of it"
"391",2056808773,"I don’t know"
"392",2055513687,"Because the democrats are very corrupt and immoral and they think it is okay if they cheat to win a election like the 2020 election. They also do not want to cooperate with Republicans and resist them when ever they have a chance"
"393",2053752229,"The media should be unbiased"
"394",2053503743,"Because that's what they all do."
"395",2058260149,"Democratic has did one hell of a job he straighten out the othr president failed to do his job he was in it for victory of some shit for himself not for the people we made America great again after the ex president mess everything up"
"396",2054669475,"Because it is time to break the gridlock that has paralyzed our government for more than 20 years. There is no statesmanship anymore. No compromise. When that happens - extreme measures need to be taken to move agendas along."
"397",2057901895,"If republicans actually denounced MAGA, and denounced the domestic terrorist groups, I would not support it. But unfortunately it’s not possible to have a logical choice with them. When their entire agenda is to block democracy, our way of life is hanging in the balance."
"398",2052507739,"I believe the government should not pick sides so if either Republicans or Democrats were being attacked unequally and unfairly, the government should get involved.."
"399",2056214569,"If you remember history, President Barack Obama did that very thing he wrote a lot of executive orders in the very end. Now it took executive orders from President Trump to override those executive orders so what’s good for a goose is good for a gander."
"400",2054175331,"The number of polling stations EVERYWHERE should be reduced, regardless of area."
"401",2059292131,"Why not be equal? If you are not going to censor democrats why do you feel it is ok to censor republicans?"
"402",2052703953,"The current bunch of insurrectionists posing as Republicans haveonly one agenda as stated by Mitch McConnell stop Biden's agenda at all costs. Desperate times require desperate measures."
"403",2055648693,"As long as the law and constitution are fallowed . Both can do it ."
"404",2051893425,"Each party should be called out for wrong doing, not attacked. It should not be partisan."
"405",2053497799,"The President, regardless of party affiliation has the right to do just that, circumvent opposition from an opposing party because. the President believes in what he is doing is in the best interests of the nation. Political parties have their own agenda as to what is beneficial to their own party, not the country as a whole. That is the role of the POTUS, to make a final judgement on issues such as national security, health issues of the general public as we saw with the pandemic and vaccine usage."
"406",2059946341,"greay better"
"407",2052938103,"If Congress doesn't take action on an issue the current President should have the right to resolve the issue with an executive order. Congress should also have a way to resolve the executive order if it proves to be a bad decision."
"408",2054406337,"There are higher rates of physical violence coming from Republicans. They are encouraged to attack any Democrat by Republican leaders. The Democrats rarely attack Republicans as there is less rhetoric coming from Democratic leaders. Two big examples, January 6th and Paul Pelosi attack."
"409",2059363305,"If you recall we watched that take place when President Obama was in off. In fact Republican Senators (Mitch McConnell) said he would do nothing to help or cooperate with President Obama. In fact a statement was made by him that he wanted President Obama to fail and to make him a (1) term president."
"410",2057537191,"I, firmly believe, that the election for President in 2022 was stolen from the Republicans and President Trump. Democrats were able to rig this election with help from the big media giants and possibly, China. The people we elect should work for us, not themselves, as Democrats are doing and have done for a long time. Some Republicans are guilty of the same thing, although. Democrats are ignoring the Constitution as written to the point that they want to get rid of the filibuster. Having said this, the Democrats aren't abiding to rule of law."
"411",2052940257,"Part of the reason a president is elected is because his priorities line up with the voters. Sometimes when Congress is deadlocked in partisanship and all efforts to find common agreement on an issue fail, it is necessary for the POTUS to move forward within legal and constitutional boundaries."
"412",2059487405,"If, in a Democracy, the voice of the citizens are priority, the government should hold the power."
"413",2055474799,"It's the only way to drain the swamp, and a much higher percentage of Democrats are swamp creatures than not."
"414",2053699881,"Because Republicans are against anything the democrats put forth, no matter what. It's not American to be this way."
"415",2053698837,"I trust a Democratic president to do the right thing and only circumvent congress when it is for the good of the nation"
"416",2059639855,"don't know"
"417",2056265237,"I like to live in a democracy but the Democratic Party is destroying this country and the people are getting poorer every day. I support the Republicans 100% because their laws support the interests of citizens"
"418",2056333331,"Here is the way I feel about the democrats order is that are not for the Americans , I feel like that because they lie, change our rule to where we become the poorest country and that China would become the rulers"
"419",2052738447,"Because the democratic president we have now is mentally deficient. Hopefully a Republican president would be a much better choice than the sicko we have now."
"420",2059250077,"I think it's a trick question although I don't think Republicans are ridiculous in their way of thinking"
"421",2041921705,"The entire platform of the Republican party is to say NO to everything the Democrats want , they have made it very clear that they have become the party of NO, and they seem to think this is a strategy they want to follow, election denial, no climate change, Trump really won- so insanity is not how government gets done...so that leaves not a lot of options ..look at the Supreme Court which now has zero credibility due to Republican blocking Obama and rushing a last minute nominee on what grounds? I am a registered Republican but the party left me behind and became insane. And no hw about a nationwide ban on abortion? Seriously who is running that idea..not a Democrat."
"422",2053301629,"Because the Republican party has stalemated every bill President Biden has tried to pass."
"423",2052703857,"The government should be able to censor all media sources for biased reporting."
"424",2056299447,"A Democratic president is more likely to do something for the greater good while a Republican president would be more like to do something for personal or party gain."
"425",2053929459,"It works both ways. BUT it would be better if there was an in depend group to do the work"
"426",2051782707,"As a veteran both parties should be treated equally and unbiased per the constitution."
"427",2052801161,"Republicans are not always reasonable. They disagree just to be disagreeable."
"428",2056847399,"Sometimes the Republicans just don't want to be representative or democratic. They focus instead on opposing anything and everything a Democrat attempts, even to a point of near complete destruction of the government. When that happens, the President has a choice: Get something productive done, or don't."
"429",2058378055,"I want our government to function and for congress and the president to work together to find middle ground. If congress is refusing to cooperate, I think the president should be able to issue (repealable) orders to help the country."
"430",2058333899,"Because those court decisions were made with partisan pettiness in mind."
"431",2052738347,"Because Republicans are not playing by the rules, they are not willing to cooperate, they simply stonewall, They voted down numerous bills that would benefit needy Americans and veterans. They aren't willing to help protect our water, air & food. They are dangerous to our heath and to our earth."
"432",2055665849,"Because the curent Republican party is almost totally partisan. Their goal seems to be to stonewall any progress made by a Democratic president even if it's beneficial to the people. So issuing executive is the only way to make any progress."
"433",2050048549,"If it is a serious issue then as president he should have that right"
"434",2055969561,"I agreed because if polls show that the American people want the President to pass a bill or law and they are not agreeing with the majority and dont want to pass something just because the Presidents is from across party lines."
"435",2060600623,"I didn't say that!"
"436",2053008079,"Because the republicans have made it impossible to get anything passed that the democrats present"
"437",2053389667,"should be no censorship no matter which party it is"
"438",2052533507,"It should be fair to both sides"
"439",2054406243,"I think that this group of republicans we have now are so very extreme and are not willing to work with our democratic president. A representaive democracy is very important but when the republicans cannot work together at all with the democrats and go to great lengths to say no to everything then I feel a democratic president should within good reason issue executive orders. Lets be real here also, the democratic side is more willing to work with the republicans and sadly the republicans are no no no to almost everything."
"440",2059855183,"Because they're too right wing to even follow the law"
"441",2059978013,"yes"
"442",2052706211,"I'm am sick of the bias media"
"443",2059335303,"because the media leans toward the democrat side almost always and will not cover stories that show democrat crimes like bidens son . they have more stories about trump to make him look bad."
"444",2052908475,"In all honesty, the Republican Party is scaring me right now. I feel they are violating womens rights, pushing the idea that elections are stolen and we can’t forget Jan 6th which I believe was incited by our Republican president at the time. My answer is hypocritical but I think times are scary right now."
"445",2052739765,"No I didn’t say that"
"446",2052691631,"Attacking anyone in the United States in any way. It should not be allowed to be a part of regular news."
"447",2052879871,"I feel there is no reason to attack Democrats or Republicans and you can live in a democracy by doing this. Treat others the way you want to be treated."
"448",2054018627,"Because the media do nothing but attack the republicans the coverage is so biased its laughable, nearly every show on cable tv is about race, gay,LBQT issues and i can barely stand to watch tv i'm actually thinking of stopping Tv service completely it has gotten so bad"
"449",2049986157,"Republicans lie. During their hearings Supreme Court nominees said they would respect Roe v Wade. Once they were on the court they voted to overturn abortion."
"450",2055949315,"THE LIBERALS CRY AND EXPECT THE POEPLE THAT FEAR GOD TO BE QUIT"
"451",2052740157,"When stalemate is as prevalent as it is now extraordinary measures are sometimes needed."
"452",2052844557,"Biden's student loan forgiveness program was on my mind and thought that was a good decision on Biden's part. If the program goes through is it really going to harm someone? I was thinking of Trump and the Republicans being in bed with the NRA and how they won't give an inch on having any gun laws. If the Republicans stance with guns continues will it harm someone? Yes. Lots of people. I answered with emotion because I get mad at the Republicans because their stance on issues harm people."
"453",2061171617,"Because while it's great to live in a country where everyone gets a say in decisions that affects us as a country. It is also important to respect each others choices and that means no hate toward the opposite party."
"454",2053261399,"I chose the wrong statement accidentally."
"455",2055841817,"It was OK when Trump did this so why shouldn't a Democratic President be allowed to do the same? However, I believe doing this should be based on the type of legislation, will it benefit all US citizens, and why the Republicans don't want to pass this law."
"456",2056325145,"I have faith that a Democratic president will only use EOs when the issue is very very important. An example is the DACA children. I don't think children should be torn from a country they were often born and raised in even if their parents are here illegally. If the Republicans won't pass a bill to help these children, I think it's good that an EO to written to help them."
"457",2054174397,"We should always petition the courts and local law to ensure that every vote it counted, across the aisle. I'm a licensed attorney and feel strongly about this"
"458",2058309527,"It is not undemocratic to question the results of an election. This question was worded inappropriately in that it suggested that being loyal to a candidate who questions an election is undemocratic, or unconstitutional. This is a very biased question."
"459",2058283619,"Even the playing field, republicans do it all the time. In a perfect world I wouldn't."
"460",2056115405,"The media is very biased towards Republicans. There needs to be no more bias in the media. They are getting paid to report facts, not feelings."
"461",2053613129,"Most tv news station are owned by liberals"
"462",2058933557,"I misunderstood the question. I thought it meant that the other party members should support the party but not the member who questions"
"463",2059363373,"Because in the past Dems including Obama and biden have done just That, ""I have a pen"" !"
"464",2056568225,"Because the republicans always think they are right about everything they talk about"
"465",2052104393,"If one party or another refuses to even discuss or engage, then there are times when the interest and needs of the country outweigh it. This is true for both parties. There is a need to govern even when one party opts out of the process purely for partisan reasons."
"466",2052902435,"We should all be trying to work together to better our country. Attacking people doesn't help solve the problem."
"467",2054049821,"Republicans are generally wrong and also, dramatic"
"468",2056461439,"I think it has been proven very harmful when some media allows lies to be represented as truth. Our current society believes the deception that has been spread. I believe if a tv station calls itself a news outlet it should be reporting honestly and not lies and held accountable for the harm. As for social media...we should have regulations and rules and I personally would prefer no politics at all, and no hateful behavior on social media."
"469",2058622391,"Is very important to be able to vote so we can have the right to speech"
"470",2060928385,"Mejor ideas"
"471",2055470815,"A Republican president has a mandate, no less important than that of Democrat Congressional Representatives. Given current and persistent anti-American predilections of today's Democrat Party, whose members are less likely to abide by the U.S. Constitution or the rule of law, a Republican President, like Republican state governors are the last best agencies to stop or mitigate harmful Leftist radicalism."
"472",2052742129,"I personally think the Democrats need that extra help at times. It’s almost like a love hate rivalry between Republicans and Democrats I think government should be fair and come up with a new plan"
"473",2053539623,"dont know"
"474",2048218173,"When the Republican Party is obstructing every priority that a Democratic President has for strictly political reasons rather than the benefit of the issue, he has no choice."
"475",2053609355,"None"
"476",2052842015,"They should enact executive orders that are lawful"
"477",2055850295,"I don't know"
"478",2058542953,"because democrats have there own agenda to ruin the middle class"
"479",2055545225,"Unfortunately I answered the way I did because I think that if it were a Republican president, they would circumvent Congress. I think unfortunately that Democrats will need to be just as dirty as the Republicans are on a daily basis. I'm also afraid that if the Republicans get control of our government, that they will never give up that control."
"480",2057041247,"I only agreed that a Democratic president should circumvent Congress if Republican members of Congress do not agree mainly because it was done in the last Presidential election. If it is okay for the previous presidents to issue executive orders, then the current Democratic president should be able to do the same as well."
"481",2052975039,"Because by behaving that way, the Republican members of Congress are blocking the progress of the representative democracy and the constituents they are supposed to be representing by not cooperating. Also, the President has executive rights, and that means being able to issue executive orders when they deem appropriate."
"482",2052689053,"Because we live in a time we're hack judges appointed by clown face Trump can let him get away with crimes and write clearly misguided rulings clearly in his favor. Why should we have to abide by racist corrupt judges who favor criminals?"
"483",2061820909,"Even though we live in a representative democracy, the electoral college fails to elect the presidents who have the majority vote from the public. Therefore, if the president wasn't the people's choice, then his orders don't need to be followed."
"484",2051901055,"He would be a lame duck president and not be able to work for the people that put him in office. It is important that he be able to do his job."
"485",2052688015,"What is the point of presidency if they can’t do anything for 2-4 years?"
"486",2052084753,"It seems to be the only way the democrats understand, that is proper force by a true elected republican president that is trying to help 100 percent of Americans while they do not want any proper help as democtats....a sad situation that is tearing apart our beautiful country...Just like they want....sad. sad. sad"
"487",2058355901,"Because the reason for not cooperating is non politics, just being nasty ,gop is for gop even if it's best for the people ,if it's a great idea from the democratic party and not idea from the gop ,even if the idea is great they don't want the people thinking the democratic party might actually be working for them instead of against"
"488",2057701437,"I didn't understand the question . The government should not be able to censor media sources that spend more time attacking Democrats than Republicans."
"489",2054206325,"Nothing will ever get done in this country. Like now, nothing ever gets done. We talk about the same thing year after year, and it is the same old thing."
"490",2059737279,"If congress can't get anything done, make their rules"
"491",2053110669,"A two-party system is very important for a democracy. However, when you have a Republican party that refuses to work with the president on passing bills or even bringing them up for a vote, then in order to achieve goals it is sometimes necessary for the president to issue executive orders."
"492",2055509369,"Republicans obstruct any and all measures from the Democrats even if it is for the common good. The obstruction is deliberate and applies only to Democrat proposed laws."
"493",2050002929,"This has been the way the Government has run all my life. Executive orders are generally temporary and are commonly cancelled by the next incoming administration. Plus there is a limitation as to what executive orders can be used for and if they are not constitutional that's what the Supreme court is for when it's working properly."
"494",2056598113,"because of the current political climate and past practice by republicans"
"495",2059293431,"Some laws may be great, but , because a different party suggests it, the other party will say no, then nothing gets done."
"496",2059901701,"If there's evidence of voter fraud."
"497",2052140531,"Because, right vote for equal for Republicans and Democrats, there are others topics to answer to our country."
"498",2051780831,"Because the GOP are reactionary, regressive and recalcitrant"
"499",2058234191,"They should establish what they can"
"500",2056320597,"Because it may be very important for the people needs and have to be done."
"501",2060437177,"Too many news media are totally bias towards republican parties and not reporting actual accounts, just their personal opinions."
"502",2052707159,"Because we need to think of the overall public good. This can,exist in a representative democracy, but that's not the case right now. Republicans care nothing about the public good."
"503",2059966561,"Because Republicans have gerrymandered Congress and the courts, so this isn't really a representative Democracy, as there are many more Democrats than Republicans in the country, but there are more Republicans in the House, the Governorships and the Supreme Court, plus barely a minority in the Senate."
"504",2055602615,"Some decisions are clearly evident that they favor politics over the constitution."
"505",2058309297,"When there has been very serious problems with elections that are not addressed but swept under the rug than a candidate has every right to dispute the election and bring forth their evidence."
